id,country_code1,hour,clicked
5639,FJ,22,0
5640,LS,20,1
5641,MT,13,0
5642,ZA,24,0
5643,NR,7,1
5644,PT,22,1
5645,LA,7,1
5646,LI,3,1
5647,QA,0,0
5648,LV,15,0
5649,SI,1,0
5650,BH,2,0
5651,JO,24,0
5652,HT,7,1
5653,HR,20,1
5654,HR,8,0
5655,NE,16,1
5656,KP,8,0
5657,PH,18,0
5658,SE,14,0
5659,CU,23,1
5660,RS,14,1
5661,OM,4,1
5662,HR,1,1
5663,PY,22,0
5664,BG,8,1
5665,TZ,17,0
5666,MA,17,0
5667,CU,16,1
5668,JO,9,0
5669,IS,22,0
5670,MZ,24,0
5671,MC,23,1
5672,GY,2,1
5673,SL,2,0
5674,GB,7,1
5675,UZ,14,0
5676,BO,18,1
5677,BA,3,0
5678,KG,9,1
5679,SL,0,0
5680,SR,17,0
5681,UZ,2,0
5682,CO,13,0
5683,NP,22,1
5684,ZW,24,0
5685,ZA,8,1
5686,SN,1,0
5687,MN,22,1
5688,TM,5,1
5689,PL,12,0
5690,WS,6,0
5691,EE,9,0
5692,SL,19,1
5693,AO,6,1
5694,EG,24,1
5695,FJ,21,1
5696,HU,17,1
5697,PE,5,1
5698,SB,5,1
5699,BN,14,1
5700,TJ,15,1
5701,LT,3,0
5702,GN,24,0
5703,HR,13,0
5704,VE,3,1
5705,IS,0,0
5706,MU,5,1
5707,HU,6,0
5708,IS,15,1
5709,SR,22,0
5710,TN,0,1
5711,SA,11,0
5712,SY,6,0
5713,RS,0,0
5714,ML,9,1
5715,GD,2,0
5716,KH,3,0
5717,ES,23,0
5718,MH,13,1
5719,BD,13,0
5720,UG,19,1
5721,PY,13,1
5722,MN,7,0
5723,ID,23,0
5724,BY,18,0
5725,KH,7,1
5726,IN,18,0
5727,TL,15,0
5728,GM,21,0
5729,GB,0,0
5730,VU,3,1
5731,TV,16,1
5732,TR,12,1
5733,BJ,13,0
5734,LI,12,0
5735,TD,20,0
5736,PW,21,0
5737,BJ,16,1
5738,AR,18,1
5739,KN,1,1
5740,IN,19,1
5741,BW,20,0
5742,SZ,24,1
5743,NZ,5,1
5744,QA,5,0
5745,UA,17,1
5746,TG,9,0
5747,CH,2,1
5748,IR,14,1
5749,KM,0,0
5750,HR,8,0
5751,HU,10,1
5752,MX,7,0
5753,KE,8,1
5754,AO,3,0
5755,NG,18,1
5756,UY,18,0
5757,BW,15,0
5758,AU,24,0
5759,IR,5,0
5760,CO,18,0
5761,MK,14,0
5762,BG,23,0
5763,PL,17,0
5764,TT,18,0
5765,AL,18,1
5766,PK,20,1
5767,IE,16,0
5768,GB,16,1
5769,VN,19,1
5770,TN,10,0
5771,BB,12,0
5772,FI,12,1
5773,UY,1,1
5774,IS,21,0
5775,KE,11,1
5776,PA,20,1
5777,MK,20,0
5778,VC,13,1
5779,TM,24,0
5780,US,3,0
5781,PW,8,1
5782,GY,11,0
5783,SO,17,0
5784,CN,0,0
5785,FI,3,1
5786,BN,18,0
5787,TJ,5,0
5788,FM,5,0
5789,SC,8,1
5790,KN,14,0
5791,LT,24,0
5792,LY,10,0
5793,TO,16,1
5794,JP,18,0
5795,NG,20,1
5796,BE,0,1
5797,BY,6,0
5798,JM,6,0
5799,TN,17,1
5800,ER,14,0
5801,AL,11,1
5802,MY,0,0
5803,SZ,21,1
5804,KH,24,1
5805,GD,2,0
5806,GD,22,0
5807,DK,24,0
5808,ET,19,0
5809,CZ,12,0
5810,SE,19,0
5811,TM,19,0
5812,BF,12,1
5813,TV,7,1
5814,TO,3,0
5815,ES,23,1
5816,NO,6,0
5817,ZW,2,1
5818,BF,14,1
5819,BJ,2,0
5820,TZ,17,0
5821,SA,22,0
5822,CO,23,1
5823,ES,17,0
5824,KZ,6,0
5825,MK,19,0
5826,PS,13,0
5827,AR,24,0
5828,MG,22,0
5829,DK,10,0
5830,PT,16,0
5831,IQ,15,1
5832,KM,2,0
5833,CM,4,1
5834,MD,18,0
5835,JM,19,0
5836,AE,16,0
5837,SV,20,1
5838,NA,6,1
5839,QA,17,1
5840,MX,3,0
5841,VE,18,0
5842,TR,24,1
5843,VN,23,0
5844,VN,15,1
5845,CH,7,0
5846,FI,7,1
5847,PW,17,1
5848,ZM,11,0
5849,SN,22,1
5850,BG,6,1
5851,GQ,12,1
5852,CV,4,1
5853,KI,16,0
5854,CM,18,1
5855,SB,0,0
5856,BT,13,1
5857,MZ,19,1
5858,ST,4,0
5859,CU,10,0
5860,EC,17,0
5861,AL,23,0
5862,GE,6,1
5863,GY,2,1
5864,VA,0,1
5865,TZ,20,0
5866,VC,9,1
5867,SA,23,0
5868,AL,21,1
5869,TM,0,0
5870,ER,16,0
5871,PS,17,0
5872,CI,19,0
5873,KZ,19,1
5874,RS,1,1
5875,BI,12,1
5876,IT,14,1
5877,GD,23,0
5878,TD,9,0
5879,CU,6,1
5880,GY,5,0
5881,MX,4,1
5882,IT,1,0
5883,AD,22,1
5884,GN,6,0
5885,RW,23,0
5886,CL,8,0
5887,ET,20,1
5888,BD,7,1
5889,BO,11,1
5890,BE,6,0
5891,CN,15,0
5892,GA,13,1
5893,CN,22,1
5894,KH,6,0
5895,RW,6,0
5896,IT,0,1
5897,BY,18,0
5898,IS,12,1
5899,PE,17,1
5900,IS,4,0
5901,RW,19,0
5902,GM,6,0
5903,SC,7,1
5904,MD,6,1
5905,NR,22,0
5906,MV,17,1
5907,MR,3,0
5908,NL,2,0
5909,KG,9,1
5910,TW,24,0
5911,HR,6,1
5912,SO,24,1
5913,MW,11,0
5914,CR,14,1
5915,UZ,21,0
5916,PT,2,1
5917,PT,11,0
5918,AM,2,1
5919,ET,0,0
5920,SZ,15,0
5921,GM,15,0
5922,NE,8,1
5923,JO,6,0
5924,KW,22,1
5925,ES,12,0
5926,SM,12,1
5927,TN,0,0
5928,BZ,8,0
5929,BB,19,1
5930,MW,12,1
5931,PA,18,1
5932,MX,12,0
5933,KH,19,1
5934,IQ,8,1
5935,DE,17,1
5936,CO,19,1
5937,RO,7,0
5938,AO,18,0
5939,PH,10,0
5940,YE,2,1
5941,LA,2,1
5942,HT,20,1
5943,BZ,16,0
5944,CV,10,0
5945,IR,22,0
5946,MM,22,1
5947,MG,8,0
5948,AD,13,1
5949,PY,8,1
5950,TM,14,0
5951,HN,11,1
5952,IT,4,1
5953,MW,9,0
5954,UG,9,1
5955,RO,16,0
5956,VU,10,0
5957,JO,5,1
5958,JP,21,1
5959,MT,22,1
5960,AD,2,1
5961,LK,24,0
5962,MC,5,1
5963,IN,0,1
5964,ZM,15,1
5965,QA,16,0
5966,PG,1,1
5967,PS,23,1
5968,EC,5,1
5969,ZW,17,1
5970,AM,19,0
5971,LU,2,0
5972,CA,23,1
5973,MH,15,0
5974,LS,23,1
5975,DK,19,0
5976,UA,11,0
5977,CO,12,0
5978,DM,16,1
5979,DJ,8,0
5980,EG,7,1
5981,GA,16,1
5982,GD,17,1
5983,SN,18,0
5984,SE,16,0
5985,PY,2,0
5986,DE,23,0
5987,BF,15,1
5988,KP,1,0
5989,UZ,20,1
5990,HN,15,0
5991,ID,19,0
5992,SK,21,0
5993,BG,1,0
5994,GR,16,0
5995,LU,1,0
5996,ZM,16,1
5997,MR,20,0
5998,SY,8,1
5999,NA,0,1
6000,PS,21,1
6001,EG,19,0
6002,LA,21,0
6003,SZ,19,0
6004,GM,15,0
6005,MD,2,0
6006,ZW,19,1
6007,TD,6,1
6008,PW,22,1
6009,JP,13,0
6010,KH,17,0
6011,LK,18,1
6012,NE,7,0
6013,LI,19,1
6014,RS,17,0
6015,LU,14,1
6016,CZ,11,1
6017,MZ,8,1
6018,TZ,7,0
6019,KN,10,1
6020,NZ,22,0
6021,BG,11,0
6022,LB,4,1
6023,AM,21,0
6024,SR,21,0
6025,BH,18,1
6026,TG,7,1
6027,PT,7,1
6028,TV,6,1
6029,KP,14,1
6030,VC,16,1
6031,SN,8,0
6032,SI,11,1
6033,BF,21,1
6034,IL,16,1
6035,IN,24,1
6036,TR,23,1
6037,PG,2,1
6038,LC,17,0
6039,CI,13,0
6040,DJ,7,1
6041,SE,7,1
6042,SM,3,0
6043,LB,2,1
6044,TO,3,0
6045,CV,14,0
6046,CF,15,0
6047,BS,5,0
6048,SZ,12,0
6049,LA,7,1
6050,SE,5,0
6051,GQ,21,0
6052,BE,22,1
6053,NL,15,1
6054,LC,4,1
6055,CY,12,1
6056,GT,15,0
6057,LU,5,0
6058,SO,9,1
6059,HU,19,0
6060,FR,8,0
6061,MA,2,1
6062,EE,19,0
6063,VE,5,1
6064,LB,8,0
6065,ET,5,0
6066,MZ,5,1
6067,HT,13,0
6068,MH,16,1
6069,LY,1,0
6070,DO,15,0
6071,GR,14,0
6072,CV,19,1
6073,BF,19,0
6074,BG,7,0
6075,MR,15,1
6076,IL,11,0
6077,MW,12,0
6078,BB,20,0
6079,KG,5,0
6080,SZ,0,1
6081,BS,23,1
6082,IL,13,1
6083,MM,4,0
6084,DJ,7,1
6085,JO,17,0
6086,PT,13,1
6087,BS,1,1
6088,AM,6,0
6089,ZM,13,0
6090,SD,6,0
6091,KR,16,0
6092,IS,11,0
6093,MU,7,0
6094,CD,18,0
6095,SZ,1,1
6096,ST,23,1
6097,MZ,12,0
6098,CY,18,1
6099,LB,24,0
6100,MU,19,0
6101,GY,14,1
6102,GH,14,1
6103,JP,24,1
6104,CG,13,0
6105,SC,14,0
6106,TL,2,0
6107,AZ,22,1
6108,NP,6,0
6109,SG,17,0
6110,SN,6,0
6111,MD,15,0
6112,SB,6,0
6113,HU,11,0
6114,MD,14,1
6115,MD,24,0
6116,QA,0,0
6117,SZ,20,1
6118,PL,8,1
6119,KN,21,0
6120,PT,18,0
6121,FM,0,0
6122,ER,5,1
6123,SV,24,0
6124,LR,0,0
6125,ME,3,1
6126,GY,0,1
6127,FR,5,1
6128,DE,1,1
6129,BO,16,0
6130,BE,11,0
6131,AL,23,0
6132,TM,22,0
6133,TG,1,1
6134,UG,13,0
6135,LR,22,1
6136,AZ,6,1
6137,CN,14,0
6138,BR,23,1
6139,VA,11,1
6140,SI,4,1
6141,IN,16,0
6142,NP,1,1
6143,SL,12,0
6144,HN,14,1
6145,AU,10,1
6146,DJ,11,0
6147,MC,22,0
6148,TO,3,0
6149,PG,23,0
6150,PW,7,1
6151,SN,12,0
6152,MA,0,0
6153,BN,17,1
6154,KN,24,1
6155,HT,11,1
6156,GD,20,1
6157,IS,5,1
6158,JO,23,1
6159,LU,8,0
6160,CY,16,1
6161,BJ,1,0
6162,LK,23,1
6163,MT,21,1
6164,NG,17,0
6165,NE,1,0
6166,TH,9,0
6167,VA,19,0
6168,GQ,1,0
6169,MY,14,1
6170,FM,16,0
6171,BB,11,1
6172,BG,0,0
6173,BO,13,1
6174,KG,7,1
6175,CH,5,0
6176,JM,21,0
6177,TH,11,1
6178,MR,10,0
6179,UY,23,0
6180,DE,7,1
6181,MV,8,0
6182,GY,16,0
6183,KR,22,1
6184,NG,9,0
6185,SO,11,1
6186,PH,14,1
6187,NP,24,1
6188,TZ,18,0
6189,TZ,1,1
6190,ZM,16,0
6191,VA,8,1
6192,CL,21,1
6193,PT,6,1
6194,JP,14,1
6195,CG,19,1
6196,IS,12,1
6197,ER,14,0
6198,MZ,11,1
6199,LK,16,0
6200,FR,18,0
6201,RO,6,1
6202,MC,14,1
6203,BJ,17,1
6204,KE,24,0
6205,BO,10,1
6206,SE,16,1
6207,AU,24,1
6208,JO,16,1
6209,CD,9,0
6210,DO,9,0
6211,BD,4,1
6212,IE,4,0
6213,MG,0,1
6214,PY,8,0
6215,LY,10,1
6216,NL,18,0
6217,BJ,9,0
6218,ID,8,0
6219,MZ,19,1
6220,MC,9,0
6221,FJ,22,1
6222,AL,0,1
6223,GW,9,0
6224,MU,6,0
6225,ES,3,0
6226,UG,2,0
6227,LV,5,0
6228,UZ,2,1
6229,ES,12,0
6230,GE,18,1
6231,NR,15,1
6232,AL,6,0
6233,MU,17,0
6234,BY,23,0
6235,SG,17,0
6236,AE,9,0
6237,NP,4,1
6238,GH,15,0
6239,KZ,15,0
6240,ML,0,1
6241,CL,6,1
6242,PW,11,0
6243,PK,5,0
6244,KM,18,1
6245,BO,17,1
6246,ZM,17,0
6247,SK,17,1
6248,LK,8,0
6249,SO,21,1
6250,MT,14,0
6251,BN,13,0
6252,LC,16,0
6253,IE,17,0
6254,ID,15,1
6255,BO,21,1
6256,NR,10,1
6257,AZ,9,0
6258,US,15,0
6259,BZ,17,0
6260,GE,2,0
6261,MH,17,0
6262,TL,24,0
6263,PW,15,0
6264,BH,0,0
6265,TT,5,0
6266,NZ,13,1
6267,GB,3,1
6268,MN,13,1
6269,BJ,2,1
6270,EC,9,0
6271,KE,2,0
6272,LU,6,1
6273,SA,1,0
6274,AE,24,1
6275,AR,5,0
6276,PS,13,1
6277,KH,5,1
6278,CH,13,0
6279,LA,9,0
6280,NA,16,0
6281,FM,9,1
6282,ES,19,1
6283,PE,19,1
6284,LC,13,0
6285,IL,10,1
6286,TT,6,0
6287,SI,4,0
6288,LV,18,1
6289,ZW,19,1
6290,ZA,3,1
6291,JP,13,1
6292,KP,5,1
6293,VE,6,1
6294,AO,20,0
6295,WS,7,0
6296,PT,12,0
6297,FJ,7,1
6298,RW,5,0
6299,TM,7,0
6300,SG,1,0
6301,SV,19,1
6302,ML,21,1
6303,IT,5,1
6304,BS,11,0
6305,FI,2,1
6306,CU,21,0
6307,SE,0,0
6308,HN,22,0
6309,KI,1,0
6310,IN,1,0
6311,TW,15,0
6312,BT,6,1
6313,AG,23,1
6314,PY,1,1
6315,PL,21,0
6316,PA,23,0
6317,IT,7,0
6318,AU,14,1
6319,CV,24,1
6320,EG,16,1
6321,PE,4,1
6322,CL,18,1
6323,NP,17,1
6324,TH,13,1
6325,MZ,12,0
6326,CO,3,1
6327,AT,23,1
6328,AR,23,1
6329,WS,24,0
6330,MH,7,0
6331,HR,12,1
6332,ZM,6,1
6333,BS,6,0
6334,PS,24,1
6335,IS,1,0
6336,BR,3,0
6337,PH,7,0
6338,DO,4,1
6339,GQ,24,0
6340,BZ,2,0
6341,ID,4,1
6342,NP,5,0
6343,NG,12,0
6344,BA,21,0
6345,LI,10,0
6346,BW,15,0
6347,PL,6,0
6348,MC,17,0
6349,SB,16,0
6350,ER,15,1
6351,IN,22,1
6352,TV,13,0
6353,ES,1,0
6354,BF,0,1
6355,BZ,1,1
6356,TN,24,1
6357,PY,9,1
6358,NL,7,0
6359,PW,8,0
6360,AD,2,0
6361,ML,12,1
6362,ID,5,1
6363,BO,14,0
6364,SC,7,0
6365,AR,17,0
6366,GQ,17,1
6367,PL,8,0
6368,BJ,11,0
6369,WS,18,1
6370,MN,24,1
6371,BO,10,1
6372,KE,11,0
6373,ZM,20,1
6374,BT,19,0
6375,NP,5,1
6376,MW,0,1
6377,CI,4,1
6378,MU,1,0
6379,BB,21,0
6380,BA,23,1
6381,ET,9,0
6382,NI,21,0
6383,LU,11,1
6384,ET,1,0
6385,TJ,12,1
6386,MR,24,1
6387,US,8,0
6388,CR,1,0
6389,KW,8,1
6390,PT,21,0
6391,ZA,18,1
6392,ZA,15,0
6393,GH,10,0
6394,GY,18,1
6395,CL,24,1
6396,AT,16,0
6397,AG,12,0
6398,PA,15,1
6399,BW,22,0
6400,MR,8,1
6401,IQ,7,1
6402,TW,17,1
6403,SY,14,0
6404,KH,20,0
6405,NA,4,0
6406,IS,10,1
6407,TH,20,0
6408,LA,20,1
6409,BF,0,0
6410,SM,4,0
6411,BW,1,0
6412,DO,15,1
6413,LV,14,1
6414,BD,23,1
6415,IR,1,1
6416,LC,20,0
6417,CU,10,1
6418,CZ,0,1
6419,LI,10,1
6420,WS,10,0
6421,TL,19,1
6422,NE,23,1
6423,AF,7,1
6424,TZ,5,0
6425,AG,19,1
6426,NR,2,1
6427,GM,19,0
6428,BJ,17,0
6429,HN,8,1
6430,IS,12,1
6431,BB,18,0
6432,LI,18,0
6433,CD,4,0
6434,MZ,3,0
6435,BO,0,0
6436,RO,0,0
6437,ZM,0,0
6438,PK,4,1
6439,MA,21,1
6440,HR,7,0
6441,MR,23,0
6442,TO,15,1
6443,BY,9,0
6444,TD,11,0
6445,SE,15,1
6446,GR,19,1
6447,HT,23,1
6448,NA,19,0
6449,CR,22,1
6450,ES,14,1
6451,BZ,17,1
6452,AF,13,1
6453,BD,22,1
6454,ML,13,0
6455,TJ,21,1
6456,KP,4,0
6457,PT,19,1
6458,PL,18,1
6459,LU,7,1
6460,NL,10,0
6461,MC,23,0
6462,MA,17,1
6463,DE,21,0
6464,TH,9,0
6465,HU,15,0
6466,GW,13,0
6467,RW,12,0
6468,NL,8,0
6469,MZ,4,0
6470,EG,13,1
6471,DK,6,1
6472,NP,20,1
6473,VE,14,1
6474,SK,9,0
6475,NZ,24,0
6476,UG,3,1
6477,VE,15,1
6478,IR,14,0
6479,LI,18,1
6480,PG,11,1
6481,DJ,22,0
6482,CY,14,1
6483,MY,13,0
6484,MV,12,0
6485,PE,13,0
6486,SN,19,0
6487,CG,13,0
6488,AM,1,1
6489,MY,14,0
6490,AZ,5,1
6491,LA,8,0
6492,RU,16,1
6493,HT,0,0
6494,ZA,20,0
6495,AT,23,1
6496,KG,6,0
6497,CU,21,1
6498,TH,12,0
6499,LS,7,1
6500,TN,17,0
6501,LV,2,0
6502,NL,9,0
6503,AG,22,0
6504,DK,4,0
6505,LV,19,1
6506,KH,5,0
6507,CY,0,0
6508,GM,18,0
6509,SN,12,1
6510,VE,19,0
6511,SM,10,1
6512,AG,23,1
6513,YE,8,1
6514,BW,14,0
6515,BA,23,0
6516,BN,14,0
6517,ER,23,0
6518,MW,14,0
6519,KI,11,0
6520,AD,5,0
6521,NZ,5,1
6522,MM,24,1
6523,NG,24,1
6524,GA,20,1
6525,AG,18,0
6526,MV,10,1
6527,TM,24,1
6528,AZ,21,0
6529,PW,15,0
6530,LS,15,0
6531,BO,2,1
6532,PK,17,0
6533,LY,20,0
6534,CL,14,0
6535,KN,23,1
6536,TG,6,0
6537,RO,11,1
6538,LV,16,1
6539,KI,14,1
6540,SD,13,0
6541,KW,13,1
6542,TT,6,1
6543,SY,21,1
6544,CG,13,1
6545,NZ,18,0
6546,TV,22,0
6547,NG,12,0
6548,SZ,16,0
6549,MR,14,0
6550,OM,24,0
6551,SG,2,1
6552,MN,13,1
6553,VA,11,0
6554,SZ,13,1
6555,BH,23,0
6556,BF,9,0
6557,CI,10,0
6558,BT,17,0
6559,CZ,5,0
6560,TO,2,0
6561,SK,1,0
6562,QA,24,0
6563,DJ,14,0
6564,DO,16,0
6565,CL,6,0
6566,MA,6,0
6567,GQ,11,1
6568,DJ,18,0
6569,FI,21,1
6570,TR,16,1
6571,FI,6,0
6572,TN,23,1
6573,GH,6,0
6574,BS,5,1
6575,AR,3,1
6576,MZ,5,0
6577,FI,0,0
6578,DE,0,1
6579,FM,16,1
6580,CL,21,1
6581,HT,7,0
6582,IS,5,0
6583,QA,18,0
6584,LC,8,1
6585,AT,18,1
6586,ER,19,1
6587,PT,12,0
6588,DJ,5,1
6589,FI,17,1
6590,SN,18,1
6591,ZW,21,1
6592,GN,11,0
6593,GE,5,0
6594,TN,10,1
6595,IR,18,0
6596,SY,5,0
6597,SA,12,0
6598,WS,24,1
6599,IE,19,1
6600,FI,15,1
6601,TN,14,1
6602,CD,12,1
6603,TL,17,1
6604,BH,22,1
6605,OM,6,0
6606,ER,7,0
6607,KM,16,0
6608,SZ,5,0
6609,RS,4,0
6610,DE,21,0
6611,HR,0,1
6612,DJ,5,1
6613,GT,16,1
6614,NA,4,0
6615,KG,5,0
6616,TO,7,1
6617,IT,21,0
6618,CY,1,0
6619,DM,17,1
6620,AL,7,0
6621,AL,6,0
6622,DE,21,1
6623,JP,24,1
6624,DM,20,0
6625,EC,18,0
6626,IL,12,0
6627,NE,11,1
6628,CV,20,1
6629,CF,14,1
6630,PK,8,0
6631,HN,3,1
6632,CR,0,0
6633,AG,1,1
6634,TR,19,0
6635,TG,14,0
6636,IQ,20,1
6637,SM,3,0
6638,SC,1,0
6639,GR,17,1
6640,VE,22,1
6641,BH,19,0
6642,NA,4,1
6643,BR,21,1
6644,PK,13,0
6645,EE,7,0
6646,HU,19,1
6647,MK,1,0
6648,GR,4,1
6649,TN,21,1
6650,CL,7,0
6651,IS,14,1
6652,TV,6,0
6653,ID,4,1
6654,CN,6,0
6655,MN,5,1
6656,BH,20,1
6657,CD,3,0
6658,TT,18,0
6659,FI,22,0
6660,MY,0,0
6661,NI,8,1
6662,IR,12,0
6663,PW,4,1
6664,MH,14,0
6665,SZ,13,1
6666,MV,9,1
6667,TM,16,0
6668,ZA,24,0
6669,FR,20,1
6670,IT,23,1
6671,LT,14,1
6672,MZ,21,0
6673,PS,23,1
6674,PH,19,1
6675,GR,12,0
6676,FI,17,1
6677,SM,24,1
6678,CM,22,0
6679,FJ,0,0
6680,HR,16,0
6681,AZ,13,1
6682,BW,20,1
6683,JP,17,1
6684,TV,12,0
6685,LV,3,0
6686,ZA,24,0
6687,NO,9,1
6688,UY,5,0
6689,GD,6,0
6690,GQ,10,1
6691,NL,8,1
6692,MG,10,1
6693,UZ,7,0
6694,CD,23,1
6695,TG,17,0
6696,VU,20,0
6697,UZ,22,1
6698,SD,4,1
6699,GH,14,1
6700,KN,21,0
6701,YE,4,1
6702,BZ,7,0
6703,SM,16,1
6704,CY,7,1
6705,TM,16,0
6706,JO,14,0
6707,BN,24,1
6708,EG,13,0
6709,VA,12,0
6710,TG,12,0
6711,TW,13,0
6712,VE,17,0
6713,OM,4,1
6714,EE,8,0
6715,PT,1,1
6716,SC,16,0
6717,GR,2,1
6718,TT,13,0
6719,PS,6,1
6720,CI,13,0
6721,BO,20,0
6722,FI,24,1
6723,EE,22,0
6724,DE,2,0
6725,LY,7,1
6726,KG,17,0
6727,SN,12,1
6728,GT,13,1
6729,ZW,16,0
6730,BN,22,0
6731,KW,21,1
6732,NL,6,1
6733,LV,4,0
6734,BT,4,1
6735,CU,5,0
6736,AZ,12,1
6737,FM,7,1
6738,CV,7,1
6739,SG,12,0
6740,BJ,18,1
6741,UA,10,1
6742,BS,2,1
6743,BE,7,0
6744,KP,19,1
6745,CO,20,0
6746,PL,16,0
6747,CV,2,0
6748,AR,20,0
6749,ZW,2,1
6750,NL,4,1
6751,PL,24,0
6752,BW,16,0
6753,MU,2,1
6754,ES,1,1
6755,ER,20,1
6756,MV,23,1
6757,YE,17,0
6758,UY,16,0
6759,LC,12,0
6760,KZ,9,0
6761,EG,7,0
6762,NE,14,0
6763,LI,12,0
6764,TJ,3,0
6765,GT,7,1
6766,BZ,7,0
6767,IR,2,1
6768,ZM,11,1
6769,RW,5,1
6770,PL,8,1
6771,CU,7,0
6772,UG,3,0
6773,TJ,7,1
6774,SG,0,0
6775,CY,16,0
6776,CR,3,1
6777,BB,6,1
6778,GT,9,0
6779,ET,8,1
6780,SL,23,1
6781,ME,0,0
6782,MU,10,0
6783,IT,11,1
6784,IS,13,1
6785,BG,1,1
6786,KN,22,0
6787,RW,6,0
6788,SG,4,0
6789,BF,1,1
6790,NZ,7,0
6791,TG,0,0
6792,CH,10,1
6793,TZ,15,0
6794,QA,20,1
6795,LT,24,1
6796,NR,11,1
6797,NZ,17,1
6798,MN,8,1
6799,SV,13,0
6800,DJ,11,0
6801,AE,3,0
6802,PE,9,1
6803,VA,3,1
6804,UY,7,1
6805,CF,5,0
6806,FI,3,0
6807,CZ,14,1
6808,AE,4,0
6809,MX,17,0
6810,RU,23,0
6811,AF,0,1
6812,SZ,11,0
6813,VA,0,1
6814,TM,3,1
6815,JM,18,1
6816,VU,3,0
6817,ZA,0,0
6818,DJ,17,0
6819,PK,5,0
6820,ST,12,1
6821,AR,5,1
6822,CD,18,0
6823,KI,11,0
6824,AD,22,1
6825,WS,9,0
6826,GM,16,1
6827,GQ,10,0
6828,KE,23,0
6829,PT,23,0
6830,SE,19,0
6831,GR,24,1
6832,SE,2,0
6833,PL,24,0
6834,LK,9,1
6835,UA,18,1
6836,AT,22,0
6837,OM,1,0
6838,BZ,12,1
6839,GM,1,1
6840,BG,20,1
6841,ER,4,1
6842,DO,7,1
6843,LU,4,0
6844,AZ,6,1
6845,CA,7,0
6846,CO,20,0
6847,AZ,0,1
6848,CU,9,0
6849,TN,1,0
6850,BA,11,1
6851,CO,16,0
6852,VC,1,1
6853,DK,20,1
6854,TH,22,0
6855,IL,16,1
6856,TG,7,1
6857,JP,2,0
6858,MZ,4,1
6859,TJ,19,1
6860,BE,15,0
6861,DO,18,0
6862,NO,18,1
6863,SM,12,0
6864,DJ,5,0
6865,SI,11,0
6866,SC,11,0
6867,PK,13,0
6868,SE,14,0
6869,SM,9,1
6870,DK,3,0
6871,DO,2,0
6872,BF,8,0
6873,DM,16,0
6874,WS,7,0
6875,KW,17,0
6876,CG,19,1
6877,BN,22,0
6878,UZ,1,0
6879,HU,13,1
6880,SK,6,0
6881,TT,19,1
6882,KZ,1,1
6883,KE,12,0
6884,LT,23,0
6885,MX,16,1
6886,DZ,13,1
6887,KZ,18,1
6888,PS,13,0
6889,SG,3,1
6890,AG,4,1
6891,GT,18,1
6892,GQ,4,0
6893,SL,8,1
6894,AT,12,0
6895,DK,3,1
6896,CN,7,1
6897,US,19,0
6898,MY,9,0
6899,PL,12,1
6900,TW,14,0
6901,IE,16,0
6902,MW,21,1
6903,CZ,12,0
6904,GY,1,0
6905,TJ,5,0
6906,LA,8,1
6907,GN,9,1
6908,OM,14,0
6909,DE,12,0
6910,MX,4,1
6911,BY,9,1
6912,PS,9,0
6913,ZW,17,0
6914,GR,21,1
6915,GM,3,1
6916,GA,21,1
6917,SC,19,1
6918,MA,22,1
6919,MX,0,0
6920,HR,5,0
6921,PW,12,0
6922,CF,4,0
6923,MW,4,0
6924,ZM,0,1
6925,LU,1,0
6926,SK,7,1
6927,GB,0,0
6928,IR,13,1
6929,AF,18,0
6930,GR,7,1
6931,FI,10,0
6932,KN,9,0
6933,TD,9,0
6934,KH,24,0
6935,TV,5,0
6936,BB,20,1
6937,MH,22,0
6938,AO,9,1
6939,BR,4,1
6940,DZ,22,1
6941,IR,8,0
6942,JP,3,1
6943,SB,13,0
6944,MW,0,1
6945,PS,24,0
6946,SC,16,0
6947,FJ,16,1
6948,AT,15,0
6949,US,3,0
6950,MX,3,0
6951,HR,8,0
6952,VN,7,1
6953,DZ,9,0
6954,IE,14,1
6955,CF,10,1
6956,TL,18,1
6957,AG,1,0
6958,SE,12,1
6959,AL,18,1
6960,KN,11,0
6961,BH,19,0
6962,SK,7,1
6963,RS,16,1
6964,SA,10,0
6965,PK,0,0
6966,CI,18,0
6967,AO,20,0
6968,FR,16,0
6969,PY,7,1
6970,CU,24,1
6971,SC,4,0
6972,MY,15,1
6973,DZ,1,1
6974,KW,13,1
6975,LC,13,1
6976,NO,10,1
6977,GQ,1,1
6978,IE,19,1
6979,CL,17,1
6980,TR,22,0
6981,CZ,11,1
6982,PK,17,1
6983,SK,12,0
6984,GW,10,1
6985,IQ,20,1
6986,TT,13,1
6987,GY,23,0
6988,QA,24,1
6989,AE,10,1
6990,NR,22,0
6991,LS,20,0
6992,NZ,22,0
6993,GN,21,1
6994,GQ,7,0
6995,KH,14,0
6996,DE,8,1
6997,HU,5,1
6998,DJ,20,0
6999,VA,21,1
7000,AE,20,1
7001,HT,10,0
7002,VA,7,0
7003,VA,12,1
7004,SO,18,1
7005,DZ,19,1
7006,BH,8,1
7007,QA,22,0
7008,MH,19,0
7009,RS,7,1
7010,GH,6,0
7011,HR,16,0
7012,AE,0,1
7013,PL,15,1
7014,HU,21,0
7015,TT,14,1
7016,MU,14,0
7017,JO,19,1
7018,NZ,22,1
7019,RU,1,0
7020,CV,23,1
